Phenotype	Strain	Coefficient	p.value	q.value
perimeter	CL18	-0.112033199070847	0.108029991214885	0.6361766149321
perimeter	CL21	0.0135095066714383	0.796671156511733	0.940712738617003
perimeter	CL41	-0.0973541410957724	0.0889953637786395	0.589594285033487
perimeter	CL52	-0.0143032768467989	0.790799005772878	0.940712738617003
perimeter	CL58	0.0397885301070122	0.437247301972372	0.900033623769429
perimeter	CL73	0.120002522915036	0.0243563175506779	0.43029494339531
perimeter	X363	0.0479866449537487	0.422715093299102	0.900033623769429
perimeter	X79	-0.00391930160493183	0.949325378221013	0.967581635494494
perimeter	X9	-0.068096784132895	0.265224500146822	0.825099468172237
perimeter	CL72	0.039025762827959	0.590927858569964	0.940712738617003
perimeter	X451	-0.066147959327087	0.523009802426423	0.900033623769429
longes_axis	X10	0.0157913996685891	0.70709457686805	0.956913905844025
longes_axis	X105	0.00651107903761107	0.874490459880577	0.969371976128529
longes_axis	X106	0.000427703161316171	0.991614843892224	0.991614843892224
longes_axis	X107	0.0254948783625479	0.530280146841438	0.956913905844025
longes_axis	X11	0.0223868686167659	0.587732481246633	0.956913905844025
longes_axis	X123	-0.105297015240953	0.011663985601695	0.598225191480049
longes_axis	X125	0.00605884690417244	0.877921789701309	0.969371976128529
longes_axis	X135	0.0152644953985678	0.709078731915684	0.956913905844025
longes_axis	X140	-0.0742822431979768	0.328671091346714	0.956913905844025
longes_axis	X161	0.021233211127613	0.594948010157513	0.956913905844025
longes_axis	X162	0.0627039346674891	0.116467010524294	0.637344467406848
longes_axis	X2	-0.0397302723301978	0.307960318727653	0.956913905844025
longes_axis	X20	-0.0104507262286186	0.793028269721813	0.969371976128529
longes_axis	X217	0.0595581409142472	0.144304407714758	0.637344467406848
longes_axis	X22	0.0200410842298724	0.640942097705959	0.956913905844025
longes_axis	X224	-0.0718632378620156	0.0757093299654289	0.637344467406848
longes_axis	X23	0.0296673076861729	0.448288096261556	0.956913905844025
longes_axis	X231	0.0616613557017476	0.12067777801021	0.637344467406848
longes_axis	X26	0.0366340026672807	0.358920344260559	0.956913905844025
longes_axis	X27	0.017229008717778	0.667907372491504	0.956913905844025
longes_axis	X299	-0.000458758880518194	0.991004945478517	0.991614843892224
longes_axis	X3	-0.0209858875211028	0.605025903555836	0.956913905844025
longes_axis	X303	0.0162831474922512	0.740254153577453	0.956913905844025
longes_axis	X31	-0.00787483693578815	0.847975441639745	0.969371976128529
longes_axis	X33	0.00926299479823364	0.82342420734927	0.969371976128529
longes_axis	X35	-0.0785036815889193	0.0564363388188726	0.598225191480049
longes_axis	X351	-0.0486538873312699	0.238463130022278	0.902753277941481
longes_axis	X36	-0.00725680725526461	0.858414263437817	0.969371976128529
longes_axis	X362	-0.0611527738073982	0.136120893625637	0.637344467406848
longes_axis	X376	0.0825339867323136	0.0360669804864781	0.598225191480049
longes_axis	X384	-0.0393467009174215	0.315541687301723	0.956913905844025
longes_axis	X40	-0.026455988892626	0.516760797056431	0.956913905844025
longes_axis	X41	0.0132670889155	0.738056769359081	0.956913905844025
longes_axis	X45	0.0299743199785199	0.46572598418774	0.956913905844025
longes_axis	X49	0.022719873520828	0.559598568626444	0.956913905844025
longes_axis	X50	0.0650048152537092	0.110423002647085	0.637344467406848
longes_axis	X51	-0.0255511531924871	0.538510509394753	0.956913905844025
longes_axis	X57	0.00732866130259757	0.925463870763638	0.991614843892224
longes_axis	X72	0.0133323464907351	0.805840637415499	0.969371976128529
longes_axis	X8	-0.0529493915288813	0.191777083656227	0.781860417983078
longes_axis	X95	-0.0281482574237776	0.470728780462843	0.956913905844025
longes_axis	CL11	-0.0320209202637958	0.432767024445343	0.956913905844025
longes_axis	CL18	-0.0810228310416007	0.136962714072346	0.637344467406848
longes_axis	CL21	0.00319019343713577	0.93786314429954	0.991614843892224
longes_axis	CL41	-0.0882913930931816	0.0483316633837129	0.598225191480049
longes_axis	CL52	-0.0187182364620711	0.656515489657826	0.956913905844025
longes_axis	CL58	0.0311378701548288	0.436088293802852	0.956913905844025
longes_axis	CL73	0.0801011615919035	0.0541395737263737	0.598225191480049
longes_axis	X363	0.0240652494354318	0.605945930633478	0.956913905844025
longes_axis	X79	0.00229761161824699	0.961887484135993	0.991614843892224
longes_axis	X9	-0.0486243640760704	0.307542917135941	0.956913905844025
longes_axis	CL72	0.0410841616914527	0.468070156880971	0.956913905844025
longes_axis	X451	-0.0326424628012588	0.685901046962474	0.956913905844025
ellipse_major_axis	X10	0.00948545553075197	0.831890503473362	0.986766282010519
ellipse_major_axis	X105	0.0102244256061749	0.815555357876134	0.986766282010519
ellipse_major_axis	X106	0.00531605550669738	0.902190187721435	0.986766282010519
ellipse_major_axis	X107	0.0160052651767249	0.71115338769525	0.986766282010519
ellipse_major_axis	X11	0.0191889942176935	0.661872315021554	0.986766282010519
ellipse_major_axis	X123	-0.107134264156814	0.0158685035427402	0.420515343882615
ellipse_major_axis	X125	0.0177856992050221	0.671656134298151	0.986766282010519
ellipse_major_axis	X135	0.0126407434801434	0.771496329652081	0.986766282010519
ellipse_major_axis	X140	-0.0477589458951532	0.5565538807743	0.986766282010519
ellipse_major_axis	X161	0.021232816059192	0.616840252823874	0.986766282010519
ellipse_major_axis	X162	0.0779187079198018	0.0665181479073639	0.503637405584326
ellipse_major_axis	X2	-0.0341344508792576	0.410401103197783	0.986766282010519
ellipse_major_axis	X20	0.000328744320944853	0.993808352043419	0.993808352043419
ellipse_major_axis	X217	0.0576516908888972	0.18385595419807	0.857370327025597
ellipse_major_axis	X22	0.024402047245916	0.593123976624834	0.986766282010519
ellipse_major_axis	X224	-0.0834576254245083	0.0524851591155597	0.463618905520778
ellipse_major_axis	X23	0.0168969337929613	0.684701428012974	0.986766282010519
ellipse_major_axis	X231	0.0528173301547218	0.211286704416963	0.857370327025597
ellipse_major_axis	X26	0.0369265338733936	0.384411613961701	0.986766282010519
ellipse_major_axis	X27	0.0303876572397209	0.476738008309931	0.986766282010519
ellipse_major_axis	X299	-0.00585678215703158	0.892358104174941	0.986766282010519
ellipse_major_axis	X3	-0.014507916425977	0.736699902665509	0.986766282010519
ellipse_major_axis	X303	0.0195319995488781	0.708891143431935	0.986766282010519
ellipse_major_axis	X31	-0.00174288818137347	0.968148050274471	0.986766282010519
ellipse_major_axis	X33	0.01196694171488	0.786271043862741	0.986766282010519
ellipse_major_axis	X35	-0.0854819474293628	0.0510134572911576	0.463618905520778
ellipse_major_axis	X351	-0.0501595825920467	0.253399778490919	0.895345884001249
ellipse_major_axis	X36	-0.00332502761708368	0.938701154783305	0.986766282010519
ellipse_major_axis	X362	-0.0658524404898877	0.131464217364445	0.771848590078553
ellipse_major_axis	X376	0.106207692969643	0.0111929083136729	0.420515343882615
ellipse_major_axis	X384	-0.040868294120351	0.327130237569688	0.986766282010519
ellipse_major_axis	X40	-0.0296488007286227	0.494561110877045	0.986766282010519
ellipse_major_axis	X41	0.00271777779283622	0.948581075387437	0.986766282010519
ellipse_major_axis	X45	0.0313125125515353	0.473602632877177	0.986766282010519
ellipse_major_axis	X49	0.00983503731505396	0.812258391934001	0.986766282010519
ellipse_major_axis	X50	0.0881002253333127	0.0420993472553527	0.463618905520778
ellipse_major_axis	X51	-0.0421975533210669	0.339481115126081	0.986766282010519
ellipse_major_axis	X57	-0.00783051936479093	0.925425297272597	0.986766282010519
ellipse_major_axis	X72	0.016872018113672	0.770220655638467	0.986766282010519
ellipse_major_axis	X8	-0.0521740761421391	0.226475180723743	0.857370327025597
ellipse_major_axis	X95	-0.0332482164511383	0.422831688504597	0.986766282010519
ellipse_major_axis	CL11	-0.0287875036302318	0.507111056487472	0.986766282010519
ellipse_major_axis	CL18	-0.0844647340097694	0.145631809448784	0.771848590078553
ellipse_major_axis	CL21	0.00635449411943725	0.883891738695668	0.986766282010519
ellipse_major_axis	CL41	-0.099564565000456	0.0364779208668396	0.463618905520778
ellipse_major_axis	CL52	-0.00218445004459154	0.961075937717761	0.986766282010519
ellipse_major_axis	CL58	0.036300246813944	0.393261793622898	0.986766282010519
ellipse_major_axis	CL73	0.0724111027789574	0.101539374426419	0.672698355575027
ellipse_major_axis	X363	0.0153410341393433	0.756617059867975	0.986766282010519
ellipse_major_axis	X79	0.00792578512596729	0.876601977848727	0.986766282010519
ellipse_major_axis	X9	-0.0648329976738677	0.199976767303256	0.857370327025597
ellipse_major_axis	CL72	0.0421558992919972	0.483135529310205	0.986766282010519
ellipse_major_axis	X451	-0.0349450685239444	0.683259765100323	0.986766282010519
ellipse_minor_axis	X10	-0.00511010049181711	0.911864717815234	0.919169916148776
ellipse_minor_axis	X105	0.0176770308504435	0.696301955281175	0.872544581468596
ellipse_minor_axis	X106	0.0273691303370648	0.540429748036045	0.865604265460258
ellipse_minor_axis	X107	0.0251913748169523	0.57242410847993	0.865604265460258
ellipse_minor_axis	X11	0.0420547186218936	0.353952055724793	0.865604265460258
ellipse_minor_axis	X123	-0.123482261186856	0.00710008013425566	0.188152123557775
ellipse_minor_axis	X125	-0.00896252329302163	0.836128278354907	0.914248198839415
ellipse_minor_axis	X135	0.0203644499696032	0.650477047279456	0.872544581468596
ellipse_minor_axis	X140	-0.0434406508635169	0.60294299201256	0.865604265460258
ellipse_minor_axis	X161	0.0391708358026105	0.371987969687349	0.865604265460258
ellipse_minor_axis	X162	0.0479431869463867	0.274562255808596	0.865604265460258
ellipse_minor_axis	X2	-0.0246301586170716	0.565054630474733	0.865604265460258
ellipse_minor_axis	X20	-0.0240625959469992	0.582372487992156	0.865604265460258
ellipse_minor_axis	X217	0.0436018761520709	0.330698934417181	0.865604265460258
ellipse_minor_axis	X22	0.0341828746149642	0.468995832985874	0.865604265460258
ellipse_minor_axis	X224	-0.0808592196865426	0.0689088466346493	0.463849124205802
ellipse_minor_axis	X23	0.0137261808662657	0.749478727747068	0.902781194786241
ellipse_minor_axis	X231	0.0307928972203001	0.480472864430619	0.865604265460258
ellipse_minor_axis	X26	0.0311975433383659	0.4769495289359	0.865604265460258
ellipse_minor_axis	X27	0.0121190434128945	0.783537624053866	0.914248198839415
ellipse_minor_axis	X299	-0.0253260479533641	0.571017235351787	0.865604265460258
ellipse_minor_axis	X3	-0.0169532353268619	0.70369982980463	0.872544581468596
ellipse_minor_axis	X303	0.0431248364900833	0.424095402192379	0.865604265460258
ellipse_minor_axis	X31	-0.0100129411387421	0.824422167703271	0.914248198839415
ellipse_minor_axis	X33	0.028947932260806	0.525577481595863	0.865604265460258
ellipse_minor_axis	X35	-0.09282570853417	0.0400529904874296	0.412780044316535
ellipse_minor_axis	X351	-0.0364662622866824	0.421201151988084	0.865604265460258
ellipse_minor_axis	X36	-0.00872378777971475	0.845248334776063	0.914248198839415
ellipse_minor_axis	X362	-0.107668516117389	0.0169221667850052	0.298958279868426
ellipse_minor_axis	X376	0.118389610515046	0.00620972166050007	0.188152123557775
ellipse_minor_axis	X384	-0.0464235886879027	0.281055513099108	0.865604265460258
ellipse_minor_axis	X40	-0.0362226473623689	0.419056680991381	0.865604265460258
ellipse_minor_axis	X41	-0.00471976792090767	0.913777583825163	0.919169916148776
ellipse_minor_axis	X45	0.0433527171021986	0.336860890107587	0.865604265460258
ellipse_minor_axis	X49	0.0212885366980009	0.61873083670094	0.865604265460258
ellipse_minor_axis	X50	0.0635978908730447	0.155123501450917	0.865604265460258
ellipse_minor_axis	X51	-0.0225894440195695	0.620621926179053	0.865604265460258
ellipse_minor_axis	X57	-0.0199388321691211	0.81671809485894	0.914248198839415
ellipse_minor_axis	X72	0.022398960488017	0.706961731063126	0.872544581468596
ellipse_minor_axis	X8	-0.0539788848794533	0.225718665265763	0.865604265460258
ellipse_minor_axis	X95	-0.0160626592286754	0.707913528361314	0.872544581468596
ellipse_minor_axis	CL11	-0.0273022819176836	0.54260330131918	0.865604265460258
ellipse_minor_axis	CL18	-0.108429442671147	0.0700149621442721	0.463849124205802
ellipse_minor_axis	CL21	0.0243473486762271	0.588126911309237	0.865604265460258
ellipse_minor_axis	CL41	-0.0976833435530757	0.0467298163377209	0.412780044316535
ellipse_minor_axis	CL52	-0.00469248548504793	0.919169916148776	0.919169916148776
ellipse_minor_axis	CL58	0.034577574278171	0.431154535368461	0.865604265460258
ellipse_minor_axis	CL73	0.0933042135217381	0.0411636703267767	0.412780044316535
ellipse_minor_axis	X363	0.0309128213533927	0.546433217406757	0.865604265460258
ellipse_minor_axis	X79	0.00536903686274988	0.919042733974075	0.919169916148776
ellipse_minor_axis	X9	-0.061471786059609	0.240395501654083	0.865604265460258
ellipse_minor_axis	CL72	0.0373285554487742	0.548422530910214	0.865604265460258
ellipse_minor_axis	X451	-0.0847489679411489	0.339270449453885	0.865604265460258
ellipse_eccentricity	X10	0.00216899942143373	0.770554161958764	0.928167513268512
ellipse_eccentricity	X105	-0.00637589062974396	0.38164370799132	0.809084660941599
ellipse_eccentricity	X106	-0.00975462178394823	0.173682171180398	0.80066192624548
ellipse_eccentricity	X107	-0.00432198326607011	0.550190163330668	0.893830864731077
ellipse_eccentricity	X11	-0.00308937138498787	0.670441018202089	0.918811290774768
ellipse_eccentricity	X123	0.00858848521244203	0.248343681767876	0.80066192624548
ellipse_eccentricity	X125	0.00957214885818026	0.171455254568004	0.80066192624548
ellipse_eccentricity	X135	-0.00696553960494964	0.336594234334296	0.80066192624548
ellipse_eccentricity	X140	0.0166930522977743	0.243289551882823	0.80066192624548
ellipse_eccentricity	X161	-0.0026242245416164	0.708958846724022	0.918811290774768
ellipse_eccentricity	X162	0.0159727691774121	0.0234733475713257	0.414695807093421
ellipse_eccentricity	X2	-0.00443709189882066	0.522048896613607	0.893830864731077
ellipse_eccentricity	X20	0.0209453899241765	0.00302737144842885	0.160450686766729
ellipse_eccentricity	X217	-5.80719567806584e-05	0.993581776480369	0.993581776480369
ellipse_eccentricity	X22	-0.00917280194699182	0.225856438846235	0.80066192624548
ellipse_eccentricity	X224	0.00254908407752252	0.722500333756076	0.918811290774768
ellipse_eccentricity	X23	-0.0123124780152561	0.0759889286409282	0.583805669535158
ellipse_eccentricity	X231	0.00153868164032527	0.826964897696503	0.948752328529718
ellipse_eccentricity	X26	0.00127500216565574	0.856587086548961	0.948752328529718
ellipse_eccentricity	X27	-0.00265596565421562	0.708302565253392	0.918811290774768
ellipse_eccentricity	X299	0.00312685468411823	0.665034839596264	0.918811290774768
ellipse_eccentricity	X3	0.00574547520951567	0.424181592174522	0.832652755009247
ellipse_eccentricity	X303	-0.00835126857206317	0.344311435621685	0.80066192624548
ellipse_eccentricity	X31	0.0145971904228338	0.043343894729306	0.459445284130644
ellipse_eccentricity	X33	-0.00379554944552321	0.605170299762198	0.916400739639899
ellipse_eccentricity	X35	0.00769214792315883	0.295120809796268	0.80066192624548
