npixels	filename	Strain	Plate	Col	Row	PlateID	Sticker.size	Normalized.size	Hull.area	Normalized.hull.area
219	50+451.4.col2.row3.jpeg	50+451	4	col2	row3	50+451.4	1560	0.140384615384615	382	0.244871794871795
0	50+451.4.col3.row1.jpeg	50+451	4	col3	row1	50+451.4	1560	0	0	0
389	50+451.4.col3.row2.jpeg	50+451	4	col3	row2	50+451.4	1560	0.249358974358974	906	0.580769230769231
1318	50+451.4.col3.row3.jpeg	50+451	4	col3	row3	50+451.4	1560	0.844871794871795	2297.5	1.47275641025641
1613	50+451.4.col4.row1.jpeg	50+451	4	col4	row1	50+451.4	1560	1.03397435897436	2393	1.53397435897436
1363	50+451.4.col4.row2.jpeg	50+451	4	col4	row2	50+451.4	1560	0.873717948717949	2124	1.36153846153846
1911	50+451.4.col4.row3.jpeg	50+451	4	col4	row3	50+451.4	1560	1.225	4001.5	2.5650641025641
2807	50.4.col1.row1.jpeg	50	4	col1	row1	50.4	1556	1.80398457583548	5775	3.71143958868895
1216	50.4.col1.row2.jpeg	50	4	col1	row2	50.4	1556	0.781491002570694	2733	1.75642673521851
177	50.4.col1.row3.jpeg	50	4	col1	row3	50.4	1556	0.113753213367609	613	0.393958868894602
1218	50.4.col2.row1.jpeg	50	4	col2	row1	50.4	1556	0.782776349614396	2660	1.70951156812339
0	50.4.col2.row2.jpeg	50	4	col2	row2	50.4	1556	0	0	0
1177	50.4.col2.row3.jpeg	50	4	col2	row3	50.4	1556	0.756426735218509	2435	1.56491002570694
1515	50.4.col3.row1.jpeg	50	4	col3	row1	50.4	1556	0.973650385604113	3102	1.99357326478149
922	50.4.col3.row2.jpeg	50	4	col3	row2	50.4	1556	0.59254498714653	1465	0.941516709511568
155	50.4.col3.row3.jpeg	50	4	col3	row3	50.4	1556	0.0996143958868895	327.5	0.21047557840617
73	50.4.col4.row1.jpeg	50	4	col4	row1	50.4	1556	0.0469151670951157	207.5	0.133354755784062
869	50.4.col4.row2.jpeg	50	4	col4	row2	50.4	1556	0.558483290488432	1421	0.913239074550129
194	50.4.col4.row3.jpeg	50	4	col4	row3	50.4	1556	0.124678663239075	625.5	0.401992287917738
2657	50+CL58.1.col1.row1.jpeg	50+CL58	1	col1	row1	50+CL58.1	1497	1.7748830995324	5518	3.68603874415498
0	50+CL58.1.col1.row2.jpeg	50+CL58	1	col1	row2	50+CL58.1	1497	0	0	0
1805	50+CL58.1.col1.row3.jpeg	50+CL58	1	col1	row3	50+CL58.1	1497	1.20574482297929	3698	2.47027388109552
4	50+CL58.1.col2.row1.jpeg	50+CL58	1	col2	row1	50+CL58.1	1497	0.00267201068804275	4	0.00267201068804275
4	50+CL58.1.col2.row2.jpeg	50+CL58	1	col2	row2	50+CL58.1	1497	0.00267201068804275	69	0.0460921843687375
870	50+CL58.1.col2.row3.jpeg	50+CL58	1	col2	row3	50+CL58.1	1497	0.581162324649299	1493.5	0.997661990647963
1764	50+CL58.1.col3.row1.jpeg	50+CL58	1	col3	row1	50+CL58.1	1497	1.17835671342685	3868	2.58383433533734
1598	50+CL58.1.col3.row2.jpeg	50+CL58	1	col3	row2	50+CL58.1	1497	1.06746826987308	2729	1.82297929191717
394	50+CL58.1.col3.row3.jpeg	50+CL58	1	col3	row3	50+CL58.1	1497	0.263193052772211	894.5	0.59752839011356
388	50+CL58.1.col4.row1.jpeg	50+CL58	1	col4	row1	50+CL58.1	1497	0.259185036740147	664	0.443553774215097
2047	50+CL58.1.col4.row2.jpeg	50+CL58	1	col4	row2	50+CL58.1	1497	1.36740146960588	4207	2.81028724114896
438	50+CL58.1.col4.row3.jpeg	50+CL58	1	col4	row3	50+CL58.1	1497	0.292585170340681	821.5	0.54876419505678
1688	50+CL58.2.col1.row1.jpeg	50+CL58	2	col1	row1	50+CL58.2	1523	1.10833880499015	3321	2.18056467498358
3503	50+CL58.2.col1.row2.jpeg	50+CL58	2	col1	row2	50+CL58.2	1523	2.30006565988181	6623	4.34865397242285
190	50+CL58.2.col1.row3.jpeg	50+CL58	2	col1	row3	50+CL58.2	1523	0.124753775443204	419	0.275114904793171
2697	50+CL58.2.col2.row1.jpeg	50+CL58	2	col2	row1	50+CL58.2	1523	1.77084701247538	4921	3.23112278397899
1579	50+CL58.2.col2.row2.jpeg	50+CL58	2	col2	row2	50+CL58.2	1523	1.03676953381484	3024	1.98555482600131
1323	50+CL58.2.col2.row3.jpeg	50+CL58	2	col2	row3	50+CL58.2	1523	0.868680236375575	2570.5	1.68778726198293
1765	50+CL58.2.col3.row1.jpeg	50+CL58	2	col3	row1	50+CL58.2	1523	1.15889691398555	3477.5	2.2833223900197
906	50+CL58.2.col3.row2.jpeg	50+CL58	2	col3	row2	50+CL58.2	1523	0.594878529218647	1845.5	1.21175311884439
1649	50+CL58.2.col3.row3.jpeg	50+CL58	2	col3	row3	50+CL58.2	1523	1.08273145108339	3725.5	2.44615889691399
146	50+CL58.2.col4.row1.jpeg	50+CL58	2	col4	row1	50+CL58.2	1523	0.0958634274458306	205.5	0.134931057124097
2682	50+CL58.2.col4.row2.jpeg	50+CL58	2	col4	row2	50+CL58.2	1523	1.76099803020355	4771.5	3.13296126066973
0	50+CL58.2.col4.row3.jpeg	50+CL58	2	col4	row3	50+CL58.2	1523	0	0	0
485	50+CL58.3.col1.row1.jpeg	50+CL58	3	col1	row1	50+CL58.3	1524	0.318241469816273	767	0.503280839895013
20	50+CL58.3.col1.row2.jpeg	50+CL58	3	col1	row2	50+CL58.3	1524	0.0131233595800525	123.5	0.0810367454068242
948	50+CL58.3.col1.row3.jpeg	50+CL58	3	col1	row3	50+CL58.3	1524	0.622047244094488	1766	1.15879265091864
1112	50+CL58.3.col2.row1.jpeg	50+CL58	3	col2	row1	50+CL58.3	1524	0.729658792650919	2113.5	1.38681102362205
2050	50+CL58.3.col2.row2.jpeg	50+CL58	3	col2	row2	50+CL58.3	1524	1.34514435695538	4569	2.99803149606299
20	50+CL58.3.col2.row3.jpeg	50+CL58	3	col2	row3	50+CL58.3	1524	0.0131233595800525	42.5	0.0278871391076115
1774	50+CL58.3.col3.row1.jpeg	50+CL58	3	col3	row1	50+CL58.3	1524	1.16404199475066	3144	2.06299212598425
795	50+CL58.3.col3.row2.jpeg	50+CL58	3	col3	row2	50+CL58.3	1524	0.521653543307087	1247.5	0.818569553805774
2455	50+CL58.3.col3.row3.jpeg	50+CL58	3	col3	row3	50+CL58.3	1524	1.61089238845144	4852	3.18372703412073
996	50+CL58.3.col4.row1.jpeg	50+CL58	3	col4	row1	50+CL58.3	1524	0.653543307086614	2242	1.47112860892388
2632	50+CL58.3.col4.row2.jpeg	50+CL58	3	col4	row2	50+CL58.3	1524	1.72703412073491	4878	3.2007874015748
747	50+CL58.3.col4.row3.jpeg	50+CL58	3	col4	row3	50+CL58.3	1524	0.490157480314961	1286	0.843832020997375
1119	50+CL58.4.col1.row1.jpeg	50+CL58	4	col1	row1	50+CL58.4	1509	0.74155069582505	1964.5	1.30185553346587
8	50+CL58.4.col1.row2.jpeg	50+CL58	4	col1	row2	50+CL58.4	1509	0.00530152418820411	1356.5	0.898939695162359
93	50+CL58.4.col1.row3.jpeg	50+CL58	4	col1	row3	50+CL58.4	1509	0.0616302186878728	288.5	0.191186216037111
1506	50+CL58.4.col2.row1.jpeg	50+CL58	4	col2	row1	50+CL58.4	1509	0.998011928429423	3057	2.0258449304175
2518	50+CL58.4.col2.row2.jpeg	50+CL58	4	col2	row2	50+CL58.4	1509	1.66865473823724	5275.5	3.49602385685885
2066	50+CL58.4.col2.row3.jpeg	50+CL58	4	col2	row3	50+CL58.4	1509	1.36911862160371	4338	2.87475149105368
3034	50+CL58.4.col3.row1.jpeg	50+CL58	4	col3	row1	50+CL58.4	1509	2.01060304837641	5308.5	3.51789264413519
2066	50+CL58.4.col3.row2.jpeg	50+CL58	4	col3	row2	50+CL58.4	1509	1.36911862160371	4677	3.09940357852883
2351	50+CL58.4.col3.row3.jpeg	50+CL58	4	col3	row3	50+CL58.4	1509	1.55798542080848	4385.5	2.90622929092114
1968	50+CL58.4.col4.row1.jpeg	50+CL58	4	col4	row1	50+CL58.4	1509	1.30417495029821	3923	2.59973492379059
2164	50+CL58.4.col4.row2.jpeg	50+CL58	4	col4	row2	50+CL58.4	1509	1.43406229290921	4660.5	3.08846918489066
1484	50+CL58.4.col4.row3.jpeg	50+CL58	4	col4	row3	50+CL58.4	1509	0.983432736911862	2945	1.95162359178264
1	CL58.1.col1.row1.jpeg	CL58	1	col1	row1	CL58.1	1556	0.0006426735218509	12	0.0077120822622108
0	CL58.1.col1.row2.jpeg	CL58	1	col1	row2	CL58.1	1556	0	0	0
391	CL58.1.col1.row3.jpeg	CL58	1	col1	row3	CL58.1	1556	0.251285347043702	1307.5	0.840295629820051
176	CL58.1.col2.row1.jpeg	CL58	1	col2	row1	CL58.1	1556	0.113110539845758	388.5	0.249678663239075
15	CL58.1.col2.row2.jpeg	CL58	1	col2	row2	CL58.1	1556	0.0096401028277635	18.5	0.0118894601542416
1	CL58.1.col2.row3.jpeg	CL58	1	col2	row3	CL58.1	1556	0.0006426735218509	15.5	0.00996143958868895
13	CL58.1.col3.row1.jpeg	CL58	1	col3	row1	CL58.1	1556	0.0083547557840617	87.5	0.0562339331619537
2879	CL58.1.col3.row2.jpeg	CL58	1	col3	row2	CL58.1	1556	1.85025706940874	5800	3.72750642673522
159	CL58.1.col3.row3.jpeg	CL58	1	col3	row3	CL58.1	1556	0.102185089974293	288.5	0.185411311053985
341	CL58.1.col4.row1.jpeg	CL58	1	col4	row1	CL58.1	1556	0.219151670951157	3862.5	2.4823264781491
1068	CL58.1.col4.row2.jpeg	CL58	1	col4	row2	CL58.1	1556	0.686375321336761	2089.5	1.34286632390745
1934	CL58.1.col4.row3.jpeg	CL58	1	col4	row3	CL58.1	1556	1.24293059125964	3758	2.41516709511568
0	CL58.2.col1.row1.jpeg	CL58	2	col1	row1	CL58.2	1553	0	0	0
0	CL58.2.col1.row2.jpeg	CL58	2	col1	row2	CL58.2	1553	0	0	0
1053	CL58.2.col1.row3.jpeg	CL58	2	col1	row3	CL58.2	1553	0.678042498390212	2236.5	1.44011590470058
1029	CL58.2.col2.row1.jpeg	CL58	2	col2	row1	CL58.2	1553	0.662588538312943	1813	1.16741790083709
2204	CL58.2.col2.row2.jpeg	CL58	2	col2	row2	CL58.2	1553	1.41918866709594	3689	2.37540244687701
0	CL58.2.col2.row3.jpeg	CL58	2	col2	row3	CL58.2	1553	0	0	0
682	CL58.2.col3.row1.jpeg	CL58	2	col3	row1	CL58.2	1553	0.43915003219575	1130.5	0.72794591113973
632	CL58.2.col3.row2.jpeg	CL58	2	col3	row2	CL58.2	1553	0.406954282034771	1257.5	0.809723116548616
0	CL58.2.col3.row3.jpeg	CL58	2	col3	row3	CL58.2	1553	0	0	0
0	CL58.2.col4.row1.jpeg	CL58	2	col4	row1	CL58.2	1553	0	0	0
0	CL58.2.col4.row2.jpeg	CL58	2	col4	row2	CL58.2	1553	0	0	0
1813	CL58.2.col4.row3.jpeg	CL58	2	col4	row3	CL58.2	1553	1.16741790083709	3435.5	2.21216999356085
1442	CL58.3.col1.row1.jpeg	CL58	3	col1	row1	CL58.3	1507	0.956867949568679	2667.5	1.77007299270073
2328	CL58.3.col1.row2.jpeg	CL58	3	col1	row2	CL58.3	1507	1.54479097544791	4625	3.06901128069011
3112	CL58.3.col1.row3.jpeg	CL58	3	col1	row3	CL58.3	1507	2.0650298606503	5008.5	3.3234903782349
0	CL58.3.col2.row1.jpeg	CL58	3	col2	row1	CL58.3	1507	0	0	0
92	CL58.3.col2.row2.jpeg	CL58	3	col2	row2	CL58.3	1507	0.0610484406104844	209	0.138686131386861
2825	CL58.3.col2.row3.jpeg	CL58	3	col2	row3	CL58.3	1507	1.87458526874585	10258.5	6.80723291307233
1886	CL58.3.col3.row1.jpeg	CL58	3	col3	row1	CL58.3	1507	1.25149303251493	3958.5	2.62674187126742
1067	CL58.3.col3.row2.jpeg	CL58	3	col3	row2	CL58.3	1507	0.708029197080292	1978	1.31254147312541
2701	CL58.3.col3.row3.jpeg	CL58	3	col3	row3	CL58.3	1507	1.79230258792303	5169.5	3.43032514930325
2548	CL58.3.col4.row1.jpeg	CL58	3	col4	row1	CL58.3	1507	1.69077637690776	4453.5	2.95520902455209
0	CL58.3.col4.row2.jpeg	CL58	3	col4	row2	CL58.3	1507	0	0	0
1511	CL58.3.col4.row3.jpeg	CL58	3	col4	row3	CL58.3	1507	1.00265428002654	2520	1.67219641672196
345	CL58.4.col1.row1.jpeg	CL58	4	col1	row1	CL58.4	1557	0.221579961464355	900	0.578034682080925
72	CL58.4.col1.row2.jpeg	CL58	4	col1	row2	CL58.4	1557	0.046242774566474	124.5	0.0799614643545279
265	CL58.4.col1.row3.jpeg	CL58	4	col1	row3	CL58.4	1557	0.170199100834939	734	0.471419396274888
622	CL58.4.col2.row1.jpeg	CL58	4	col2	row1	CL58.4	1557	0.399486191393706	1072	0.688503532434168
1967	CL58.4.col2.row2.jpeg	CL58	4	col2	row2	CL58.4	1557	1.26332691072575	3404	2.18625561978163
45	CL58.4.col2.row3.jpeg	CL58	4	col2	row3	CL58.4	1557	0.0289017341040462	188	0.120745022479127
2145	CL58.4.col3.row1.jpeg	CL58	4	col3	row1	CL58.4	1557	1.3776493256262	4097	2.63134232498394
808	CL58.4.col3.row2.jpeg	CL58	4	col3	row2	CL58.4	1557	0.518946692357097	1790	1.14964675658317
1078	CL58.4.col3.row3.jpeg	CL58	4	col3	row3	CL58.4	1557	0.692357096981374	2196	1.41040462427746
2339	CL58.4.col4.row1.jpeg	CL58	4	col4	row1	CL58.4	1557	1.50224791265254	3912	2.51252408477842
1952	CL58.4.col4.row2.jpeg	CL58	4	col4	row2	CL58.4	1557	1.25369299935774	3919	2.51701991008349
3624	CL58.4.col4.row3.jpeg	CL58	4	col4	row3	CL58.4	1557	2.32755298651252	6369	4.09055876685934
1033	na.naB.col1.row1.jpeg	na	naB	col1	row1	na.naB	2096	0.492843511450382	1609.5	0.767891221374046
1696	na.naB.col1.row2.jpeg	na	naB	col1	row2	na.naB	2096	0.809160305343511	2386.5	1.13859732824427
402	na.naB.col1.row3.jpeg	na	naB	col1	row3	na.naB	2096	0.191793893129771	873	0.416507633587786
2442	na.naB.col2.row1.jpeg	na	naB	col2	row1	na.naB	2096	1.16507633587786	3516	1.67748091603053
0	na.naB.col2.row2.jpeg	na	naB	col2	row2	na.naB	2096	0	0	0
3226	na.naB.col2.row3.jpeg	na	naB	col2	row3	na.naB	2096	1.53912213740458	4706	2.24522900763359
1617	na.naB.col3.row1.jpeg	na	naB	col3	row1	na.naB	2096	0.771469465648855	2394.5	1.1424141221374
695	na.naB.col3.row2.jpeg	na	naB	col3	row2	na.naB	2096	0.331583969465649	1055.5	0.503578244274809
1910	na.naB.col3.row3.jpeg	na	naB	col3	row3	na.naB	2096	0.911259541984733	2616.5	1.24833015267176
6460	na.naB.col4.row1.jpeg	na	naB	col4	row1	na.naB	2096	3.08206106870229	9262	4.41889312977099
0	na.naB.col4.row2.jpeg	na	naB	col4	row2	na.naB	2096	0	0	0
71	na.naB.col4.row3.jpeg	na	naB	col4	row3	na.naB	2096	0.0338740458015267	283	0.135019083969466
1485	na.na.col1.row1.jpeg	na	na	col1	row1	na.na	1854	0.800970873786408	2112	1.13915857605178
2781	na.na.col1.row2.jpeg	na	na	col1	row2	na.na	1854	1.5	4623	2.49352750809061
0	na.na.col1.row3.jpeg	na	na	col1	row3	na.na	1854	0	0	0
0	na.na.col2.row1.jpeg	na	na	col2	row1	na.na	1854	0	0	0
0	na.na.col2.row2.jpeg	na	na	col2	row2	na.na	1854	0	0	0
0	na.na.col2.row3.jpeg	na	na	col2	row3	na.na	1854	0	0	0
0	na.na.col3.row1.jpeg	na	na	col3	row1	na.na	1854	0	0	0
0	na.na.col3.row2.jpeg	na	na	col3	row2	na.na	1854	0	0	0
0	na.na.col3.row3.jpeg	na	na	col3	row3	na.na	1854	0	0	0
0	na.na.col4.row1.jpeg	na	na	col4	row1	na.na	1854	0	0	0
0	na.na.col4.row2.jpeg	na	na	col4	row2	na.na	1854	0	0	0
182	na.na.col4.row3.jpeg	na	na	col4	row3	na.na	1854	0.0981661272923409	940	0.507011866235167
