npixels	filename	Strain	Plate	Col	Row	PlateID	Sticker.size	Normalized.size	Hull.area	Normalized.hull.area
277	362.2.col1.row1.jpeg	362	2	col1	row1	362.2	1571	0.176320814767664	534.5	0.340229153405474
20	362.2.col1.row2.jpeg	362	2	col1	row2	362.2	1571	0.0127307447485678	18	0.011457670273711
1173	362.2.col1.row3.jpeg	362	2	col1	row3	362.2	1571	0.746658179503501	2077	1.32208784213877
216	362.2.col2.row1.jpeg	362	2	col2	row1	362.2	1571	0.137492043284532	438.5	0.279121578612349
698	362.2.col2.row2.jpeg	362	2	col2	row2	362.2	1571	0.444302991725016	1374	0.874602164226607
1467	362.2.col2.row3.jpeg	362	2	col2	row3	362.2	1571	0.933800127307447	3207.5	2.04169318905156
0	362.2.col3.row1.jpeg	362	2	col3	row1	362.2	1571	0	0	0
1165	362.2.col3.row2.jpeg	362	2	col3	row2	362.2	1571	0.741565881604074	1796	1.14322087842139
0	362.2.col3.row3.jpeg	362	2	col3	row3	362.2	1571	0	0	0
591	362.2.col4.row1.jpeg	362	2	col4	row1	362.2	1571	0.376193507320178	1020.5	0.649586250795672
1286	362.2.col4.row2.jpeg	362	2	col4	row2	362.2	1571	0.818586887332909	2098	1.33545512412476
0	362.2.col4.row3.jpeg	362	2	col4	row3	362.2	1571	0	0	0
1615	362.3B.col1.row1.jpeg	362	3B	col1	row1	362.3B	1578	1.0234474017744	3357	2.12737642585551
1540	362.3B.col1.row2.jpeg	362	3B	col1	row2	362.3B	1578	0.975918884664132	2591	1.64195183776933
1039	362.3B.col1.row3.jpeg	362	3B	col1	row3	362.3B	1578	0.658428390367554	2123.5	1.345690747782
1490	362.3B.col2.row1.jpeg	362	3B	col2	row1	362.3B	1578	0.944233206590621	2580	1.63498098859316
0	362.3B.col2.row2.jpeg	362	3B	col2	row2	362.3B	1578	0	0	0
2160	362.3B.col2.row3.jpeg	362	3B	col2	row3	362.3B	1578	1.36882129277567	3970.5	2.51615969581749
1357	362.3B.col3.row1.jpeg	362	3B	col3	row1	362.3B	1578	0.859949302915082	2352.5	1.49081115335868
1430	362.3B.col3.row2.jpeg	362	3B	col3	row2	362.3B	1578	0.906210392902408	3268.5	2.0712927756654
1872	362.3B.col3.row3.jpeg	362	3B	col3	row3	362.3B	1578	1.18631178707224	3774.5	2.39195183776933
1812	362.3B.col4.row1.jpeg	362	3B	col4	row1	362.3B	1578	1.14828897338403	3017.5	1.91223067173638
26	362.3B.col4.row2.jpeg	362	3B	col4	row2	362.3B	1578	0.0164765525982256	165.5	0.104879594423321
457	362.3B.col4.row3.jpeg	362	3B	col4	row3	362.3B	1578	0.289607097591888	869	0.550697084917617
1604	362.3.col1.row1.jpeg	362	3	col1	row1	362.3	1595	1.00564263322884	3298	2.06771159874608
1557	362.3.col1.row2.jpeg	362	3	col1	row2	362.3	1595	0.976175548589342	2835.5	1.77774294670846
998	362.3.col1.row3.jpeg	362	3	col1	row3	362.3	1595	0.625705329153605	1948	1.22131661442006
1466	362.3.col2.row1.jpeg	362	3	col2	row1	362.3	1595	0.919122257053292	2659	1.66708463949843
0	362.3.col2.row2.jpeg	362	3	col2	row2	362.3	1595	0	0	0
2209	362.3.col2.row3.jpeg	362	3	col2	row3	362.3	1595	1.38495297805643	3892.5	2.44043887147335
1380	362.3.col3.row1.jpeg	362	3	col3	row1	362.3	1595	0.865203761755486	2369.5	1.48557993730408
1402	362.3.col3.row2.jpeg	362	3	col3	row2	362.3	1595	0.878996865203762	3556.5	2.22978056426332
1878	362.3.col3.row3.jpeg	362	3	col3	row3	362.3	1595	1.17742946708464	3679	2.30658307210031
1821	362.3.col4.row1.jpeg	362	3	col4	row1	362.3	1595	1.14169278996865	3246.5	2.03542319749216
30	362.3.col4.row2.jpeg	362	3	col4	row2	362.3	1595	0.0188087774294671	95	0.0595611285266458
467	362.3.col4.row3.jpeg	362	3	col4	row3	362.3	1595	0.292789968652038	854.5	0.535736677115987
309	362.4.col1.row1.jpeg	362	4	col1	row1	362.4	1606	0.192403486924035	593	0.369240348692403
0	362.4.col1.row2.jpeg	362	4	col1	row2	362.4	1606	0	0	0
0	362.4.col1.row3.jpeg	362	4	col1	row3	362.4	1606	0	0	0
477	362.4.col2.row1.jpeg	362	4	col2	row1	362.4	1606	0.297011207970112	844	0.525529265255293
1062	362.4.col2.row2.jpeg	362	4	col2	row2	362.4	1606	0.661270236612702	2095.5	1.30479452054795
1413	362.4.col2.row3.jpeg	362	4	col2	row3	362.4	1606	0.879825653798257	2795.5	1.7406600249066
833	362.4.col3.row1.jpeg	362	4	col3	row1	362.4	1606	0.518679950186799	1420	0.884184308841843
1597	362.4.col3.row2.jpeg	362	4	col3	row2	362.4	1606	0.99439601494396	3316	2.06475716064757
791	362.4.col3.row3.jpeg	362	4	col3	row3	362.4	1606	0.49252801992528	1680	1.04607721046077
1214	362.4.col4.row1.jpeg	362	4	col4	row1	362.4	1606	0.755915317559153	2596.5	1.6167496886675
2513	362.4.col4.row2.jpeg	362	4	col4	row2	362.4	1606	1.56475716064757	4665	2.90473225404732
1821	362.4.col4.row3.jpeg	362	4	col4	row3	362.4	1606	1.13387297633873	3699	2.30323785803238
147	376.1.col1.row1.jpeg	376	1	col1	row1	376.1	1505	0.0976744186046512	305	0.20265780730897
294	376.1.col1.row2.jpeg	376	1	col1	row2	376.1	1505	0.195348837209302	623	0.413953488372093
2444	376.1.col1.row3.jpeg	376	1	col1	row3	376.1	1505	1.62392026578073	4397.5	2.921926910299
0	376.1.col2.row1.jpeg	376	1	col2	row1	376.1	1505	0	0	0
2642	376.1.col2.row2.jpeg	376	1	col2	row2	376.1	1505	1.75548172757475	4349.5	2.89003322259136
2523	376.1.col2.row3.jpeg	376	1	col2	row3	376.1	1505	1.67641196013289	5026.5	3.33986710963455
1937	376.1.col3.row1.jpeg	376	1	col3	row1	376.1	1505	1.28704318936877	3447.5	2.2906976744186
